runs_so_far,wickets_fallen,balls_bowled,balls_remaining,overs_completed,current_run_rate,required_run_rate,runs_to_target,target,striker_runs,striker_balls,striker_strike_rate,striker_fours,striker_sixes,bowler_economy,bowler_wickets,bowler_dots,innings_number,over_limit,final_score,match_id,batting_team_id
114,4,49,71,8,13.96,0.0,0,0,97,45,215.56,16,1,11.67,0,4,1,20,235,2,3
116,4,50,70,8,13.92,0.0,0,0,97,45,215.56,16,1,11.67,0,4,1,20,235,2,3
117,4,51,69,8,13.76,0.0,0,0,97,45,215.56,16,1,11.67,0,4,1,20,235,2,3
118,4,52,68,8,13.62,0.0,0,0,47,26,180.77,7,1,11.67,0,4,1,20,235,2,3
119,4,53,67,8,13.47,0.0,0,0,47,26,180.77,7,1,11.67,0,4,1,20,235,2,3
119,4,54,66,9,13.22,0.0,0,0,97,45,215.56,16,1,10.33,3,5,1,20,235,2,3
120,4,55,65,9,13.09,0.0,0,0,47,26,180.77,7,1,10.33,3,5,1,20,235,2,3
124,4,56,64,9,13.29,0.0,0,0,47,26,180.77,7,1,10.33,3,5,1,20,235,2,3
125,4,57,63,9,13.16,0.0,0,0,97,45,215.56,16,1,10.33,3,5,1,20,235,2,3
125,4,58,62,9,12.93,0.0,0,0,97,45,215.56,16,1,10.33,3,5,1,20,235,2,3
126,4,59,61,9,12.81,0.0,0,0,97,45,215.56,16,1,10.33,3,5,1,20,235,2,3
129,4,60,60,10,12.9,0.0,0,0,47,26,180.77,7,1,14.25,1,6,1,20,235,2,3
130,4,61,59,10,12.79,0.0,0,0,97,45,215.56,16,1,14.25,1,6,1,20,235,2,3
134,4,62,58,10,12.97,0.0,0,0,97,45,215.56,16,1,14.25,1,6,1,20,235,2,3
134,4,63,57,10,12.76,0.0,0,0,97,45,215.56,16,1,14.25,1,6,1,20,235,2,3
138,4,64,56,10,12.94,0.0,0,0,97,45,215.56,16,1,14.25,1,6,1,20,235,2,3
139,4,65,55,10,12.83,0.0,0,0,97,45,215.56,16,1,14.25,1,6,1,20,235,2,3
142,4,66,54,11,12.91,0.0,0,0,47,26,180.77,7,1,10.33,3,5,1,20,235,2,3
144,4,67,53,11,12.9,0.0,0,0,47,26,180.77,7,1,10.33,3,5,1,20,235,2,3
144,4,68,52,11,12.71,0.0,0,0,47,26,180.77,7,1,10.33,3,5,1,20,235,2,3
144,4,69,51,11,12.52,0.0,0,0,47,26,180.77,7,1,10.33,3,5,1,20,235,2,3
148,4,70,50,11,12.69,0.0,0,0,47,26,180.77,7,1,10.33,3,5,1,20,235,2,3
148,4,71,49,11,12.51,0.0,0,0,47,26,180.77,7,1,10.33,3,5,1,20,235,2,3
152,5,72,48,12,12.67,0.0,0,0,97,45,215.56,16,1,12.25,1,9,1,20,235,2,3
155,5,73,47,12,12.74,0.0,0,0,6,8,75.0,0,0,12.25,1,9,1,20,235,2,3
157,5,74,46,12,12.73,0.0,0,0,6,8,75.0,0,0,12.25,1,9,1,20,235,2,3
157,5,75,45,12,12.56,0.0,0,0,6,8,75.0,0,0,12.25,1,9,1,20,235,2,3
157,5,76,44,12,12.39,0.0,0,0,6,8,75.0,0,0,12.25,1,9,1,20,235,2,3
157,5,77,43,12,12.23,0.0,0,0,6,8,75.0,0,0,12.25,1,9,1,20,235,2,3
159,5,78,42,13,12.23,0.0,0,0,97,45,215.56,16,1,19.0,0,2,1,20,235,2,3
163,5,79,41,13,12.38,0.0,0,0,97,45,215.56,16,1,19.0,0,2,1,20,235,2,3
163,5,80,40,13,12.22,0.0,0,0,97,45,215.56,16,1,19.0,0,2,1,20,235,2,3
166,5,81,39,13,12.3,0.0,0,0,97,45,215.56,16,1,19.0,0,2,1,20,235,2,3
170,5,82,38,13,12.44,0.0,0,0,97,45,215.56,16,1,19.0,0,2,1,20,235,2,3
173,5,83,37,13,12.51,0.0,0,0,6,8,75.0,0,0,19.0,0,2,1,20,235,2,3
173,5,84,36,14,12.36,0.0,0,0,97,45,215.56,16,1,12.25,1,9,1,20,235,2,3
177,5,85,35,14,12.49,0.0,0,0,97,45,215.56,16,1,12.25,1,9,1,20,235,2,3
183,5,86,34,14,12.77,0.0,0,0,97,45,215.56,16,1,12.25,1,9,1,20,235,2,3
187,5,87,33,14,12.9,0.0,0,0,97,45,215.56,16,1,12.25,1,9,1,20,235,2,3
187,5,88,32,14,12.75,0.0,0,0,97,45,215.56,16,1,12.25,1,9,1,20,235,2,3
187,5,89,31,14,12.61,0.0,0,0,97,45,215.56,16,1,12.25,1,9,1,20,235,2,3
191,5,90,30,15,12.73,0.0,0,0,6,8,75.0,0,0,11.0,3,7,1,20,235,2,3
192,5,91,29,15,12.66,0.0,0,0,97,45,215.56,16,1,11.0,3,7,1,20,235,2,3
193,5,92,28,15,12.59,0.0,0,0,6,8,75.0,0,0,11.0,3,7,1,20,235,2,3
194,6,93,27,15,12.52,0.0,0,0,0,1,0.0,0,0,11.0,3,7,1,20,235,2,3
194,7,94,26,15,12.38,0.0,0,0,13,7,185.71,0,1,11.0,3,7,1,20,235,2,3
196,7,95,25,15,12.38,0.0,0,0,13,7,185.71,0,1,11.0,3,7,1,20,235,2,3
197,7,96,24,16,12.31,0.0,0,0,13,7,185.71,0,1,12.25,1,9,1,20,235,2,3
198,7,97,23,16,12.25,0.0,0,0,97,45,215.56,16,1,12.25,1,9,1,20,235,2,3
198,7,98,22,16,12.12,0.0,0,0,97,45,215.56,16,1,12.25,1,9,1,20,235,2,3
202,7,99,21,16,12.24,0.0,0,0,97,45,215.56,16,1,12.25,1,9,1,20,235,2,3
203,7,100,20,16,12.18,0.0,0,0,13,7,185.71,0,1,12.25,1,9,1,20,235,2,3
209,7,101,19,16,12.42,0.0,0,0,13,7,185.71,0,1,12.25,1,9,1,20,235,2,3
210,7,102,18,17,12.35,0.0,0,0,13,7,185.71,0,1,14.25,1,6,1,20,235,2,3
211,7,103,17,17,12.29,0.0,0,0,97,45,215.56,16,1,14.25,1,6,1,20,235,2,3
211,7,104,16,17,12.17,0.0,0,0,97,45,215.56,16,1,14.25,1,6,1,20,235,2,3
215,8,105,15,17,12.29,0.0,0,0,19,8,237.5,2,1,14.25,1,6,1,20,235,2,3
219,8,106,14,17,12.4,0.0,0,0,19,8,237.5,2,1,14.25,1,6,1,20,235,2,3
223,8,107,13,17,12.5,0.0,0,0,19,8,237.5,2,1,14.25,1,6,1,20,235,2,3
224,8,108,12,18,12.44,0.0,0,0,19,8,237.5,2,1,11.0,3,7,1,20,235,2,3
224,8,109,11,18,12.33,0.0,0,0,19,8,237.5,2,1,11.0,3,7,1,20,235,2,3
230,8,110,10,18,12.55,0.0,0,0,19,8,237.5,2,1,11.0,3,7,1,20,235,2,3
230,8,111,9,18,12.43,0.0,0,0,19,8,237.5,2,1,11.0,3,7,1,20,235,2,3
233,8,112,8,18,12.48,0.0,0,0,13,7,185.71,0,1,11.0,3,7,1,20,235,2,3
234,8,113,7,18,12.42,0.0,0,0,19,8,237.5,2,1,11.0,3,7,1,20,235,2,3
14,0,6,114,1,14.0,11.68,222,236,12,6,200.0,2,0,11.25,2,8,2,20,227,2,1
15,0,7,113,1,12.86,11.73,221,236,6,4,150.0,0,0,11.25,2,8,2,20,227,2,1
17,0,8,112,1,12.75,11.73,219,236,6,4,150.0,0,0,11.25,2,8,2,20,227,2,1
19,1,9,111,1,12.67,11.73,217,236,9,8,112.5,1,0,11.25,2,8,2,20,227,2,1
20,1,10,110,1,12.0,11.78,216,236,9,8,112.5,1,0,11.25,2,8,2,20,227,2,1
20,1,11,109,1,10.91,11.89,216,236,9,8,112.5,1,0,11.25,2,8,2,20,227,2,1
20,1,12,108,2,10.0,12.0,216,236,12,6,200.0,2,0,13.75,2,6,2,20,227,2,1
20,2,13,107,2,9.23,12.11,216,236,5,3,166.67,0,0,13.75,2,6,2,20,227,2,1
23,2,14,106,2,9.86,12.06,213,236,9,8,112.5,1,0,13.75,2,6,2,20,227,2,1
27,2,15,105,2,10.8,11.94,209,236,9,8,112.5,1,0,13.75,2,6,2,20,227,2,1
28,2,16,104,2,10.5,12.0,208,236,5,3,166.67,0,0,13.75,2,6,2,20,227,2,1
30,2,17,103,2,10.59,12.0,206,236,5,3,166.67,0,0,13.75,2,6,2,20,227,2,1
30,3,18,102,3,10.0,12.12,206,236,9,8,112.5,1,0,10.65,2,4,2,20,227,2,1
31,3,19,101,3,9.79,12.18,205,236,81,35,231.43,6,4,10.65,2,4,2,20,227,2,1
37,3,20,100,3,11.1,11.94,199,236,81,35,231.43,6,4,10.65,2,4,2,20,227,2,1
38,3,21,99,3,10.86,12.0,198,236,9,8,112.5,1,0,10.65,2,4,2,20,227,2,1
39,3,22,98,3,10.64,12.06,197,236,81,35,231.43,6,4,10.65,2,4,2,20,227,2,1
40,3,23,97,3,10.43,12.12,196,236,9,8,112.5,1,0,10.65,2,4,2,20,227,2,1
42,4,24,96,4,10.5,12.12,194,236,81,35,231.43,6,4,13.75,2,6,2,20,227,2,1
46,4,25,95,4,11.04,12.0,190,236,81,35,231.43,6,4,13.75,2,6,2,20,227,2,1
47,4,26,94,4,10.85,12.06,189,236,22,8,275.0,5,0,13.75,2,6,2,20,227,2,1
51,4,27,93,4,11.33,11.94,185,236,22,8,275.0,5,0,13.75,2,6,2,20,227,2,1
51,4,28,92,4,10.93,12.07,185,236,22,8,275.0,5,0,13.75,2,6,2,20,227,2,1
53,4,29,91,4,10.97,12.07,183,236,22,8,275.0,5,0,13.75,2,6,2,20,227,2,1
57,4,30,90,5,11.4,11.93,179,236,81,35,231.43,6,4,13.25,1,4,2,20,227,2,1
63,4,31,89,5,12.19,11.66,173,236,81,35,231.43,6,4,13.25,1,4,2,20,227,2,1
64,4,32,88,5,12.0,11.73,172,236,81,35,231.43,6,4,13.25,1,4,2,20,227,2,1
66,4,33,87,5,12.0,11.72,170,236,81,35,231.43,6,4,13.25,1,4,2,20,227,2,1
68,4,34,86,5,12.0,11.72,168,236,81,35,231.43,6,4,13.25,1,4,2,20,227,2,1
73,4,35,85,5,12.51,11.51,163,236,81,35,231.43,6,4,13.25,1,4,2,20,227,2,1
76,4,36,84,6,12.67,11.43,160,236,81,35,231.43,6,4,11.67,0,6,2,20,227,2,1
78,4,37,83,6,12.65,11.42,158,236,81,35,231.43,6,4,11.67,0,6,2,20,227,2,1
78,4,38,82,6,12.32,11.56,158,236,81,35,231.43,6,4,11.67,0,6,2,20,227,2,1
79,4,39,81,6,12.15,11.63,157,236,22,8,275.0,5,0,11.67,0,6,2,20,227,2,1
83,4,40,80,6,12.45,11.47,153,236,22,8,275.0,5,0,11.67,0,6,2,20,227,2,1
87,4,41,79,6,12.73,11.32,149,236,22,8,275.0,5,0,11.67,0,6,2,20,227,2,1
91,4,42,78,7,13.0,11.15,145,236,81,35,231.43,6,4,11.25,2,8,2,20,227,2,1
96,4,42,78,7,13.71,10.77,140,236,22,8,275.0,5,0,10.65,2,4,2,20,227,2,1
96,5,43,77,7,13.4,10.91,140,236,21,13,161.54,0,2,10.65,2,4,2,20,227,2,1
99,5,44,76,7,13.5,10.82,137,236,81,35,231.43,6,4,10.65,2,4,2,20,227,2,1
101,5,45,75,7,13.47,10.8,135,236,81,35,231.43,6,4,10.65,2,4,2,20,227,2,1
105,5,46,74,7,13.7,10.62,131,236,81,35,231.43,6,4,10.65,2,4,2,20,227,2,1
106,5,47,73,7,13.53,10.68,130,236,21,13,161.54,0,2,10.65,2,4,2,20,227,2,1
107,5,48,72,8,13.38,10.75,129,236,21,13,161.54,0,2,11.67,0,6,2,20,227,2,1
113,5,49,71,8,13.84,10.39,123,236,21,13,161.54,0,2,11.67,0,6,2,20,227,2,1
114,5,50,70,8,13.68,10.46,122,236,81,35,231.43,6,4,11.67,0,6,2,20,227,2,1
114,5,51,69,8,13.41,10.61,122,236,81,35,231.43,6,4,11.67,0,6,2,20,227,2,1
116,5,52,68,8,13.38,10.59,120,236,81,35,231.43,6,4,11.67,0,6,2,20,227,2,1
117,5,53,67,8,13.25,10.66,119,236,21,13,161.54,0,2,11.67,0,6,2,20,227,2,1
117,5,54,66,9,13.0,10.82,119,236,81,35,231.43,6,4,13.75,2,6,2,20,227,2,1
120,5,55,65,9,13.09,10.71,116,236,81,35,231.43,6,4,13.75,2,6,2,20,227,2,1
120,5,56,64,9,12.86,10.88,116,236,81,35,231.43,6,4,13.75,2,6,2,20,227,2,1
121,5,56,64,9,12.96,10.78,115,236,81,35,231.43,6,4,13.75,2,6,2,20,227,2,1
123,5,57,63,9,12.95,10.76,113,236,81,35,231.43,6,4,13.75,2,6,2,20,227,2,1
127,5,58,62,9,13.14,10.55,109,236,81,35,231.43,6,4,13.75,2,6,2,20,227,2,1
133,5,59,61,9,13.53,10.13,103,236,81,35,231.43,6,4,13.75,2,6,2,20,227,2,1
139,5,60,60,10,13.9,9.7,97,236,21,13,161.54,0,2,11.67,0,6,2,20,227,2,1
139,5,61,59,10,13.67,9.86,97,236,21,13,161.54,0,2,11.67,0,6,2,20,227,2,1
139,5,62,58,10,13.45,10.03,97,236,21,13,161.54,0,2,11.67,0,6,2,20,227,2,1
139,5,63,57,10,13.24,10.21,97,236,21,13,161.54,0,2,11.67,0,6,2,20,227,2,1
145,5,64,56,10,13.59,9.75,91,236,21,13,161.54,0,2,11.67,0,6,2,20,227,2,1
146,5,64,56,10,13.69,9.64,90,236,21,13,161.54,0,2,11.67,0,6,2,20,227,2,1
148,5,65,55,10,13.66,9.6,88,236,21,13,161.54,0,2,11.67,0,6,2,20,227,2,1
149,5,66,54,11,13.55,9.67,87,236,21,13,161.54,0,2,6.0,1,3,2,20,227,2,1
149,5,67,53,11,13.34,9.85,87,236,21,13,161.54,0,2,6.0,1,3,2,20,227,2,1
150,6,68,52,11,13.24,9.92,86,236,32,26,123.08,5,0,6.0,1,3,2,20,227,2,1
151,6,68,52,11,13.32,9.81,85,236,32,26,123.08,5,0,6.0,1,3,2,20,227,2,1
152,6,69,51,11,13.22,9.88,84,236,81,35,231.43,6,4,6.0,1,3,2,20,227,2,1
152,6,70,50,11,13.03,10.08,84,236,81,35,231.43,6,4,6.0,1,3,2,20,227,2,1
155,6,71,49,11,13.1,9.92,81,236,32,26,123.08,5,0,6.0,1,3,2,20,227,2,1
155,6,72,48,12,12.92,10.12,81,236,81,35,231.43,6,4,10.65,2,4,2,20,227,2,1
156,6,73,47,12,12.82,10.21,80,236,32,26,123.08,5,0,10.65,2,4,2,20,227,2,1
156,6,74,46,12,12.65,10.43,80,236,32,26,123.08,5,0,10.65,2,4,2,20,227,2,1
160,6,75,45,12,12.8,10.13,76,236,32,26,123.08,5,0,10.65,2,4,2,20,227,2,1
164,6,76,44,12,12.95,9.82,72,236,32,26,123.08,5,0,10.65,2,4,2,20,227,2,1
164,6,77,43,12,12.78,10.05,72,236,32,26,123.08,5,0,10.65,2,4,2,20,227,2,1
164,6,78,42,13,12.62,10.29,72,236,81,35,231.43,6,4,13.75,2,6,2,20,227,2,1
168,6,79,41,13,12.76,9.95,68,236,81,35,231.43,6,4,13.75,2,6,2,20,227,2,1
170,6,80,40,13,12.75,9.9,66,236,81,35,231.43,6,4,13.75,2,6,2,20,227,2,1
171,6,81,39,13,12.67,10.0,65,236,32,26,123.08,5,0,13.75,2,6,2,20,227,2,1
171,6,82,38,13,12.51,10.26,65,236,32,26,123.08,5,0,13.75,2,6,2,20,227,2,1
172,6,83,37,13,12.43,10.38,64,236,81,35,231.43,6,4,13.75,2,6,2,20,227,2,1
172,6,84,36,14,12.29,10.67,64,236,32,26,123.08,5,0,11.25,2,8,2,20,227,2,1
173,6,85,35,14,12.21,10.8,63,236,32,26,123.08,5,0,11.25,2,8,2,20,227,2,1
173,6,86,34,14,12.07,11.12,63,236,32,26,123.08,5,0,11.25,2,8,2,20,227,2,1
173,6,87,33,14,11.93,11.45,63,236,32,26,123.08,5,0,11.25,2,8,2,20,227,2,1
173,6,88,32,14,11.8,11.81,63,236,32,26,123.08,5,0,11.25,2,8,2,20,227,2,1
177,6,89,31,14,11.93,11.42,59,236,32,26,123.08,5,0,11.25,2,8,2,20,227,2,1
178,6,90,30,15,11.87,11.6,58,236,32,26,123.08,5,0,13.25,1,4,2,20,227,2,1
178,6,91,29,15,11.74,12.0,58,236,32,26,123.08,5,0,13.25,1,4,2,20,227,2,1
182,6,92,28,15,11.87,11.57,54,236,32,26,123.08,5,0,13.25,1,4,2,20,227,2,1
184,6,93,27,15,11.87,11.56,52,236,81,35,231.43,6,4,13.25,1,4,2,20,227,2,1
186,6,94,26,15,11.87,11.54,50,236,81,35,231.43,6,4,13.25,1,4,2,20,227,2,1
187,7,95,25,15,11.81,11.76,49,236,26,11,236.36,0,3,13.25,1,4,2,20,227,2,1
189,7,96,24,16,11.81,11.75,47,236,32,26,123.08,5,0,11.25,2,8,2,20,227,2,1
190,7,97,23,16,11.75,12.0,46,236,26,11,236.36,0,3,11.25,2,8,2,20,227,2,1
196,7,98,22,16,12.0,10.91,40,236,26,11,236.36,0,3,11.25,2,8,2,20,227,2,1
197,7,99,21,16,11.94,11.14,39,236,32,26,123.08,5,0,11.25,2,8,2,20,227,2,1
198,7,100,20,16,11.88,11.4,38,236,26,11,236.36,0,3,11.25,2,8,2,20,227,2,1
198,7,101,19,16,11.76,12.0,38,236,26,11,236.36,0,3,11.25,2,8,2,20,227,2,1
198,7,102,18,17,11.65,12.67,38,236,32,26,123.08,5,0,13.25,1,4,2,20,227,2,1
198,7,103,17,17,11.53,13.41,38,236,32,26,123.08,5,0,13.25,1,4,2,20,227,2,1
198,7,104,16,17,11.42,14.25,38,236,32,26,123.08,5,0,13.25,1,4,2,20,227,2,1
201,7,105,15,17,11.49,14.0,35,236,26,11,236.36,0,3,13.25,1,4,2,20,227,2,1
201,7,106,14,17,11.38,15.0,35,236,26,11,236.36,0,3,13.25,1,4,2,20,227,2,1
204,7,106,14,17,11.55,13.71,32,236,26,11,236.36,0,3,13.25,1,4,2,20,227,2,1
205,7,107,13,17,11.5,14.31,31,236,32,26,123.08,5,0,13.25,1,4,2,20,227,2,1
207,7,108,12,18,11.5,14.5,29,236,26,11,236.36,0,3,11.25,2,8,2,20,227,2,1
213,7,109,11,18,11.72,12.55,23,236,26,11,236.36,0,3,11.25,2,8,2,20,227,2,1
220,7,110,10,18,12.0,9.6,16,236,26,11,236.36,0,3,11.25,2,8,2,20,227,2,1
221,7,111,9,18,11.95,10.0,15,236,32,26,123.08,5,0,11.25,2,8,2,20,227,2,1
225,7,112,8,18,12.05,8.25,11,236,32,26,123.08,5,0,11.25,2,8,2,20,227,2,1
226,8,113,7,18,12.0,8.57,10,236,0,1,0.0,0,0,11.25,2,8,2,20,227,2,1
226,8,114,6,19,11.89,10.0,10,236,26,11,236.36,0,3,10.65,2,4,2,20,227,2,1
27,0,6,114,1,27.0,0.0,0,0,36,20,180.0,3,2,11.36,0,5,1,20,213,3,4
31,0,7,113,1,26.57,0.0,0,0,36,20,180.0,3,2,11.36,0,5,1,20,213,3,4
31,0,8,112,1,23.25,0.0,0,0,36,20,180.0,3,2,11.36,0,5,1,20,213,3,4
32,0,9,111,1,21.33,0.0,0,0,47,19,247.37,3,3,11.36,0,5,1,20,213,3,4
32,0,10,110,1,19.2,0.0,0,0,47,19,247.37,3,3,11.36,0,5,1,20,213,3,4
33,0,11,109,1,18.0,0.0,0,0,36,20,180.0,3,2,11.36,0,5,1,20,213,3,4
34,0,12,108,2,17.0,0.0,0,0,36,20,180.0,3,2,10.0,0,9,1,20,213,3,4
38,0,13,107,2,17.54,0.0,0,0,36,20,180.0,3,2,10.0,0,9,1,20,213,3,4
38,0,14,106,2,16.29,0.0,0,0,36,20,180.0,3,2,10.0,0,9,1,20,213,3,4
39,0,15,105,2,15.6,0.0,0,0,47,19,247.37,3,3,10.0,0,9,1,20,213,3,4
40,0,16,104,2,15.0,0.0,0,0,36,20,180.0,3,2,10.0,0,9,1,20,213,3,4
40,0,17,103,2,14.12,0.0,0,0,36,20,180.0,3,2,10.0,0,9,1,20,213,3,4
40,0,18,102,3,13.33,0.0,0,0,47,19,247.37,3,3,11.33,1,6,1,20,213,3,4
45,0,18,102,3,15.0,0.0,0,0,36,20,180.0,3,2,11.36,0,5,1,20,213,3,4
45,0,19,101,3,14.21,0.0,0,0,36,20,180.0,3,2,11.36,0,5,1,20,213,3,4
52,0,19,101,3,16.42,0.0,0,0,36,20,180.0,3,2,11.36,0,5,1,20,213,3,4
54,0,20,100,3,16.2,0.0,0,0,36,20,180.0,3,2,11.36,0,5,1,20,213,3,4
56,0,21,99,3,16.0,0.0,0,0,47,19,247.37,3,3,11.36,0,5,1,20,213,3,4
58,0,22,98,3,15.82,0.0,0,0,47,19,247.37,3,3,11.36,0,5,1,20,213,3,4
59,0,23,97,3,15.39,0.0,0,0,36,20,180.0,3,2,11.36,0,5,1,20,213,3,4
59,0,24,96,4,14.75,0.0,0,0,47,19,247.37,3,3,11.33,1,6,1,20,213,3,4
60,0,25,95,4,14.4,0.0,0,0,36,20,180.0,3,2,11.33,1,6,1,20,213,3,4
64,0,26,94,4,14.77,0.0,0,0,36,20,180.0,3,2,11.33,1,6,1,20,213,3,4
64,0,27,93,4,14.22,0.0,0,0,36,20,180.0,3,2,11.33,1,6,1,20,213,3,4
65,0,28,92,4,13.93,0.0,0,0,47,19,247.37,3,3,11.33,1,6,1,20,213,3,4
67,0,29,91,4,13.86,0.0,0,0,47,19,247.37,3,3,11.33,1,6,1,20,213,3,4
68,0,30,90,5,13.6,0.0,0,0,47,19,247.37,3,3,10.0,2,7,1,20,213,3,4
71,0,31,89,5,13.74,0.0,0,0,36,20,180.0,3,2,10.0,2,7,1,20,213,3,4
73,1,32,88,5,13.69,0.0,0,0,51,33,154.55,4,3,10.0,2,7,1,20,213,3,4
73,1,33,87,5,13.27,0.0,0,0,51,33,154.55,4,3,10.0,2,7,1,20,213,3,4
73,1,34,86,5,12.88,0.0,0,0,51,33,154.55,4,3,10.0,2,7,1,20,213,3,4
73,1,35,85,5,12.51,0.0,0,0,51,33,154.55,4,3,10.0,2,7,1,20,213,3,4
73,1,36,84,6,12.17,0.0,0,0,47,19,247.37,3,3,12.0,0,10,1,20,213,3,4
80,1,37,83,6,12.97,0.0,0,0,47,19,247.37,3,3,12.0,0,10,1,20,213,3,4
84,1,38,82,6,13.26,0.0,0,0,47,19,247.37,3,3,12.0,0,10,1,20,213,3,4
84,1,39,81,6,12.92,0.0,0,0,47,19,247.37,3,3,12.0,0,10,1,20,213,3,4
84,1,40,80,6,12.6,0.0,0,0,47,19,247.37,3,3,12.0,0,10,1,20,213,3,4
85,1,41,79,6,12.44,0.0,0,0,51,33,154.55,4,3,12.0,0,10,1,20,213,3,4
85,1,42,78,7,12.14,0.0,0,0,47,19,247.37,3,3,12.0,2,3,1,20,213,3,4
87,1,43,77,7,12.14,0.0,0,0,47,19,247.37,3,3,12.0,2,3,1,20,213,3,4
88,2,44,76,7,12.0,0.0,0,0,33,24,137.5,2,2,12.0,2,3,1,20,213,3,4
94,2,45,75,7,12.53,0.0,0,0,33,24,137.5,2,2,12.0,2,3,1,20,213,3,4
94,2,46,74,7,12.26,0.0,0,0,33,24,137.5,2,2,12.0,2,3,1,20,213,3,4
95,2,47,73,7,12.13,0.0,0,0,51,33,154.55,4,3,12.0,2,3,1,20,213,3,4
99,2,48,72,8,12.38,0.0,0,0,33,24,137.5,2,2,10.0,0,9,1,20,213,3,4
101,2,49,71,8,12.37,0.0,0,0,33,24,137.5,2,2,10.0,0,9,1,20,213,3,4
102,2,50,70,8,12.24,0.0,0,0,51,33,154.55,4,3,10.0,0,9,1,20,213,3,4
103,2,51,69,8,12.12,0.0,0,0,33,24,137.5,2,2,10.0,0,9,1,20,213,3,4
105,2,52,68,8,12.12,0.0,0,0,33,24,137.5,2,2,10.0,0,9,1,20,213,3,4
105,2,53,67,8,11.89,0.0,0,0,33,24,137.5,2,2,10.0,0,9,1,20,213,3,4
105,2,54,66,9,11.67,0.0,0,0,51,33,154.55,4,3,11.33,1,6,1,20,213,3,4
105,2,55,65,9,11.45,0.0,0,0,51,33,154.55,4,3,11.33,1,6,1,20,213,3,4
106,2,56,64,9,11.36,0.0,0,0,33,24,137.5,2,2,11.33,1,6,1,20,213,3,4
110,2,57,63,9,11.58,0.0,0,0,33,24,137.5,2,2,11.33,1,6,1,20,213,3,4
112,2,58,62,9,11.59,0.0,0,0,33,24,137.5,2,2,11.33,1,6,1,20,213,3,4
112,2,59,61,9,11.39,0.0,0,0,33,24,137.5,2,2,11.33,1,6,1,20,213,3,4
112,2,60,60,10,11.2,0.0,0,0,51,33,154.55,4,3,12.0,0,10,1,20,213,3,4
112,2,61,59,10,11.02,0.0,0,0,51,33,154.55,4,3,12.0,0,10,1,20,213,3,4
112,2,62,58,10,10.84,0.0,0,0,51,33,154.55,4,3,12.0,0,10,1,20,213,3,4
114,2,63,57,10,10.86,0.0,0,0,51,33,154.55,4,3,12.0,0,10,1,20,213,3,4
115,2,64,56,10,10.78,0.0,0,0,33,24,137.5,2,2,12.0,0,10,1,20,213,3,4
115,2,65,55,10,10.62,0.0,0,0,33,24,137.5,2,2,12.0,0,10,1,20,213,3,4
115,2,66,54,11,10.45,0.0,0,0,51,33,154.55,4,3,10.0,2,7,1,20,213,3,4
116,2,67,53,11,10.39,0.0,0,0,33,24,137.5,2,2,10.0,2,7,1,20,213,3,4
120,2,68,52,11,10.59,0.0,0,0,33,24,137.5,2,2,10.0,2,7,1,20,213,3,4
121,2,69,51,11,10.52,0.0,0,0,51,33,154.55,4,3,10.0,2,7,1,20,213,3,4
125,2,70,50,11,10.71,0.0,0,0,51,33,154.55,4,3,10.0,2,7,1,20,213,3,4
126,2,71,49,11,10.65,0.0,0,0,51,33,154.55,4,3,10.0,2,7,1,20,213,3,4
132,2,72,48,12,11.0,0.0,0,0,33,24,137.5,2,2,12.0,0,10,1,20,213,3,4
133,2,73,47,12,10.93,0.0,0,0,51,33,154.55,4,3,12.0,0,10,1,20,213,3,4
133,2,74,46,12,10.78,0.0,0,0,51,33,154.55,4,3,12.0,0,10,1,20,213,3,4
133,2,75,45,12,10.64,0.0,0,0,51,33,154.55,4,3,12.0,0,10,1,20,213,3,4
134,2,76,44,12,10.58,0.0,0,0,51,33,154.55,4,3,12.0,0,10,1,20,213,3,4
138,2,77,43,12,10.75,0.0,0,0,51,33,154.55,4,3,12.0,0,10,1,20,213,3,4
138,2,78,42,13,10.62,0.0,0,0,33,24,137.5,2,2,12.0,2,3,1,20,213,3,4
139,2,79,41,13,10.56,0.0,0,0,51,33,154.55,4,3,12.0,2,3,1,20,213,3,4
145,2,80,40,13,10.88,0.0,0,0,51,33,154.55,4,3,12.0,2,3,1,20,213,3,4
148,2,81,39,13,10.96,0.0,0,0,33,24,137.5,2,2,12.0,2,3,1,20,213,3,4
149,2,82,38,13,10.9,0.0,0,0,33,24,137.5,2,2,12.0,2,3,1,20,213,3,4
150,2,83,37,13,10.84,0.0,0,0,51,33,154.55,4,3,12.0,2,3,1,20,213,3,4
154,2,84,36,14,11.0,0.0,0,0,33,24,137.5,2,2,10.0,2,7,1,20,213,3,4
155,2,85,35,14,10.94,0.0,0,0,51,33,154.55,4,3,10.0,2,7,1,20,213,3,4
155,2,86,34,14,10.81,0.0,0,0,51,33,154.55,4,3,10.0,2,7,1,20,213,3,4
156,2,87,33,14,10.76,0.0,0,0,33,24,137.5,2,2,10.0,2,7,1,20,213,3,4
162,2,88,32,14,11.05,0.0,0,0,33,24,137.5,2,2,10.0,2,7,1,20,213,3,4
162,2,89,31,14,10.92,0.0,0,0,33,24,137.5,2,2,10.0,2,7,1,20,213,3,4
162,3,90,30,15,10.8,0.0,0,0,51,33,154.55,4,3,10.0,0,9,1,20,213,3,4
